time(s),A,B,C,D
1151,71,-121,208,47
1152,177,-11,288,-163
1153,-101,-260,-155,-120
1154,182,222,-31,-181
1155,166,42,167,71
1156,-65,-222,225,235
1157,251,-79,-57,114
1158,-244,-141,-263,299
1159,106,-22,-105,221
1160,108,83,-17,47
1161,279,-231,132,41
1162,-284,-119,169,286
1163,208,-73,-238,149
1164,186,198,246,-82
1165,286,283,104,82
1166,-78,196,-16,259
1167,162,99,9,-124
1168,135,-162,-96,-260
1169,-146,258,42,174
1170,121,180,22,-27
1171,140,243,1,157
1172,286,146,-10,186
1173,-231,196,183,194
1174,-168,32,94,-279
1175,200,57,54,-30
1176,-160,158,-188,-174
1177,212,142,-204,41
1178,110,166,110,-114
1179,-186,297,-87,-15
1180,-120,-189,-257,-113
1181,-94,-44,-110,170
1182,178,175,-46,-276
1183,-9,-214,-48,-253
1184,-236,248,204,242
1185,-34,-191,-4,172
1186,-45,81,-152,223
1187,230,-62,289,227
1188,290,-55,258,92
1189,-158,153,-76,36
1190,-278,250,195,-247
1191,95,203,94,87
1192,184,45,-289,-106
1193,-147,242,133,48
1194,64,-83,141,134
1195,197,25,-40,-274
1196,-210,-128,-205,94
1197,-152,22,-25,-299
1198,-94,-24,-125,52
1199,8,-85,219,-193
1200,-23,207,-226,-173
1201,137,89,-223,-271
1202,139,281,-95,137
1203,-219,299,-81,278
1204,-288,162,225,-168
1205,181,-83,-170,187
1206,-67,89,220,-131
1207,39,-155,96,269
1208,-136,165,-127,95
1209,-125,16,-211,225
1210,-270,249,-185,184
1211,-233,30,-276,-169
1212,248,-149,-213,236
1213,-228,-272,-33,-23
1214,-143,-224,-256,128
1215,281,106,-273,68
1216,-85,-234,219,13
1217,-224,-293,234,-211
1218,70,30,-41,-50
1219,214,-295,-225,-90
1220,221,-2,-288,-211
1221,-71,-5,-75,258
1222,-108,72,-292,120
1223,211,-130,-38,-231
1224,-123,-193,176,-128
1225,-48,243,172,267
1226,174,-92,52,-261
1227,243,4,-193,17
1228,174,21,219,-153
1229,-65,209,16,245
1230,72,155,-131,90
1231,-101,-45,-155,-269
1232,-238,62,239,-244
1233,179,12,266,14
1234,-71,233,185,87
1235,-269,-16,222,277
1236,56,-235,76,-5
1237,-73,61,-281,212
1238,218,-263,-171,184
1239,-199,46,199,-87
1240,-224,-3,263,251
1241,-52,164,49,-173
1242,-87,148,-61,-164
1243,293,-15,5,46
1244,177,-113,25,138
1245,236,-134,-8,-191
1246,295,232,187,-244
1247,115,123,-55,129
1248,25,-279,-120,-31
1249,215,79,-204,228
1250,207,11,-213,-122
1251,-82,-286,36,196
1252,-214,-1,66,29
1253,157,151,232,80
1254,203,198,-235,-138
1255,198,-65,-4,-259
1256,168,-185,-27,-289
1257,-39,91,201,109
1258,-267,-9,197,105
1259,255,2,-130,54
1260,102,16,68,-73
1261,43,34,-125,8
1262,-86,-229,72,281
1263,-122,99,-225,-223
1264,-233,254,-103,3
1265,-194,-278,-76,139
1266,-279,-161,-22,153
1267,31,201,-177,-199
1268,-169,-15,-199,117
1269,-267,-55,-179,-104
1270,197,140,294,-127
1271,147,-143,193,-72
1272,-45,-116,286,260
1273,273,76,146,-262
1274,-158,94,180,-95
1275,-281,-176,-70,136
1276,-277,-183,-100,117
1277,-35,123,-220,-232
1278,267,-262,219,61
1279,278,168,254,96
1280,-144,2,160,43
1281,14,285,-58,-284
1282,84,-215,-51,-284
1283,-85,-61,167,-297
1284,-63,156,193,16
1285,-76,221,-215,-171
1286,299,-147,248,41
1287,230,-78,-10,-99
1288,164,-7,-246,-36
1289,190,-74,-68,90
1290,-67,138,250,-251
1291,-86,288,-132,158
1292,-282,-48,153,256
1293,-62,-87,52,145
1294,-176,-52,-73,-275
1295,-190,121,-128,263
1296,-3,-154,-11,125
1297,250,165,-50,41
1298,-218,-117,71,135
1299,290,183,-271,36
1300,-19,201,132,-134
1301,-229,-97,-260,109
1302,270,-173,100,-181
1303,-122,104,-93,136
1304,84,-44,61,280
1305,93,-208,-114,-117
1306,176,-112,-134,-86
1307,11,295,-228,90
1308,-148,-290,-172,-259
1309,-169,-129,-101,45
1310,221,-97,-260,-265
1311,27,-122,-111,-97
1312,-9,-149,-110,124
1313,148,-143,99,-36
1314,-130,28,11,225
1315,165,-153,-300,171
1316,-203,-151,264,57
1317,-123,113,-112,-70
1318,279,-114,-260,-62
1319,288,49,-169,1
1320,210,208,-65,159
1321,-107,30,-160,-211
1322,55,106,3,231
1323,-188,-40,152,101
1324,-62,283,-213,2
1325,-228,-167,68,166
1326,56,57,-38,79
1327,-126,-176,182,-237
1328,278,-15,-268,210
1329,233,-117,-283,41
1330,-196,-289,279,35
1331,255,-206,-131,118
1332,-208,-297,194,-99
1333,-16,-85,69,-92
1334,-108,-297,-26,149
1335,71,-103,54,110
1336,-231,-188,-239,72
1337,-29,81,-89,-245
1338,-107,164,-191,-148
1339,118,-226,258,127
1340,274,26,210,-80
1341,-74,-74,-124,50
1342,138,-285,-7,-88
1343,-158,116,292,244
1344,-154,172,10,-178
1345,-125,152,219,36
1346,209,-199,-146,270
1347,-2,201,142,-253
1348,108,292,128,281
1349,22,239,-92,109
1350,-106,133,-265,-127
1351,-20,-265,266,-219
1352,-288,268,41,-111
1353,118,152,162,-278
1354,239,-74,-206,176
1355,-65,290,-164,282
1356,-182,-123,185,51
1357,-253,1,-134,205
1358,97,-9,-266,162
1359,-54,193,130,-274
1360,-138,232,-91,269
1361,-90,-232,186,-247
1362,-222,190,205,291
1363,-110,-89,263,-85
1364,11,29,-238,285
1365,287,51,-23,-281
1366,-213,67,8,55
1367,151,89,31,139
1368,108,39,12,-298
1369,-206,-267,-71,-256
1370,-270,-38,-292,18
1371,265,-30,-91,-221
1372,80,-76,-217,227
1373,-265,-53,215,-147
1374,290,-100,199,218
1375,-57,-278,252,-29
1376,-37,-289,121,-23
1377,-200,-51,-79,-293
1378,159,7,-246,-119
1379,-70,77,-289,85
1380,265,-263,-96,293
1381,-188,-14,-44,98
1382,-100,198,149,103
1383,126,192,60,218
1384,187,-298,-153,87
1385,-165,-194,-195,38
1386,43,8,-65,229
1387,298,-89,-24,-63
1388,-289,252,-179,-8
1389,133,235,-241,-285
1390,-107,230,105,208
1391,-31,-145,-21,223
1392,-135,-276,-5,133
1393,-258,-188,-200,-36
1394,2,240,243,-168
1395,113,274,-102,-153
1396,77,-31,-213,-211
1397,-121,-22,-229,-228
1398,-69,-126,4,-250
1399,-4,-171,-87,-196
1400,-254,-249,-289,178
1401,111,-182,29,-104
1402,-102,-62,106,-140
1403,-280,-43,167,177
1404,154,-60,-288,-3
1405,276,230,-65,248
1406,5,33,25,-11
1407,-193,-154,271,-224
1408,-290,-206,-252,-37
1409,75,-297,130,-115
1410,-180,-143,260,-274
1411,-230,-85,-128,27
1412,181,-89,5,-81
1413,-64,175,-194,-182
1414,109,35,52,-9
1415,58,-278,-134,32
1416,-183,105,-5,128
1417,-62,146,-270,-249
1418,-133,17,17,288
1419,-61,31,44,-297
1420,-109,160,61,-58
1421,296,-166,12,49
1422,-245,168,24,-70
1423,-138,-257,177,-245
1424,-15,-74,-117,100
1425,-268,171,-137,265
1426,-235,226,291,44
1427,-143,265,116,257
1428,-16,0,276,2
1429,124,118,-79,186
1430,122,211,168,242
1431,-222,287,103,131
1432,-212,-23,268,-138
1433,-111,40,-15,103
1434,-3,-142,-69,-140
1435,147,76,-146,88
1436,123,198,-171,110
1437,-121,-120,-208,-182
1438,178,290,-195,-277
1439,-130,-77,145,-293
1440,265,192,-2,256
1441,56,-123,-215,-27
1442,-21,86,-123,-33
1443,-244,-238,17,157
1444,-292,94,54,17
1445,251,-272,-21,18
1446,-166,295,235,166
1447,282,-51,169,260
1448,296,197,-1,-298
1449,-100,136,223,218
1450,174,31,51,-58
1451,269,295,-251,169
1452,164,299,-185,187
1453,126,90,-253,257
1454,-63,198,-132,-67
1455,-187,-200,-219,169
1456,143,-99,187,206
1457,-100,-127,-155,-26
1458,279,-264,284,-48
1459,180,-215,-75,18
1460,162,-1,228,-241
1461,-97,253,248,-48
1462,-216,169,18,-251
1463,-175,-221,184,181
1464,-281,127,-154,-262
1465,-55,-296,189,261
1466,-72,227,149,-45
1467,249,-215,215,70
1468,-31,-136,-92,270
1469,259,102,-243,28
1470,-284,15,-147,99
1471,235,254,-254,37
1472,7,-81,6,126
1473,60,244,270,132
1474,68,-188,-297,-21
1475,-240,284,-271,70
1476,248,-9,-6,-1
1477,134,-89,-117,94
1478,225,236,130,249
1479,73,-74,99,48
1480,184,-105,230,-152
1481,282,252,-203,108
1482,-132,171,101,-222
1483,-223,117,-3,-85
1484,-42,258,-7,13
1485,-274,-242,49,-194
1486,216,-273,-288,-242
1487,-247,243,64,199
1488,126,-50,289,217
1489,144,12,144,-135
1490,200,-294,233,-300
1491,-6,229,-47,-103
1492,-49,106,-96,-29
1493,1,247,4,68
1494,-113,93,242,215
1495,-217,70,19,226
1496,36,-156,141,-123
1497,222,287,-259,4
1498,-39,-127,133,93
1499,-90,41,45,-64
1500,-286,-250,225,-203
1501,269,157,234,-89
1502,-132,242,-267,-167
1503,261,230,64,118
1504,62,86,282,-249
1505,73,-141,199,94
1506,-19,242,131,18
1507,248,231,-276,267
1508,-178,-245,-137,-88
1509,130,74,-60,84
1510,-179,59,15,-212
1511,-157,-274,11,159
1512,160,-202,40,-104
1513,112,226,160,231
1514,-4,13,-55,207
1515,297,-128,-297,154
1516,-173,-262,-235,-129
1517,-75,85,297,237
1518,-221,-204,-274,-207
1519,119,161,-32,240
1520,-74,-172,-215,-293
1521,129,194,214,-189
1522,287,275,8,-291
1523,-107,112,226,-12
1524,-157,-223,127,38
1525,244,-255,245,-194
1526,78,-28,266,-250
1527,-46,7,-146,-137
1528,-99,229,66,-13
1529,-147,-246,-189,173
1530,-71,219,80,249
1531,272,-130,147,65
1532,-102,129,-239,90
1533,58,215,60,-202
1534,1,282,-237,244
1535,151,-202,-70,-79
1536,72,-14,-224,-31
1537,193,-21,-117,214
1538,-12,239,-34,-201
1539,151,-203,-104,176
1540,37,103,-65,-189
1541,194,195,1,135
1542,-157,126,-118,275
1543,126,114,150,-8
1544,-212,-77,32,294
1545,-282,-108,-293,4
1546,-136,201,-109,-115
1547,-2,276,-285,-92
1548,-17,-144,242,160
1549,200,-97,21,-53
1550,218,-37,138,125
1551,-118,-230,-42,108
1552,230,222,36,17
1553,154,200,212,68
1554,279,-182,50,-59
1555,-289,-273,-261,244
1556,-102,-173,-83,-288
1557,87,-295,-276,64
1558,34,-39,229,-45
1559,-146,-212,208,-282
1560,244,171,9,105
1561,-136,-288,-100,-27
1562,-63,180,-246,-206
1563,-92,-207,267,127
1564,201,-203,138,31
1565,-11,82,106,-168
1566,286,-268,-159,-5
1567,-277,-192,75,-145
1568,33,153,-207,119
1569,145,235,17,-170
1570,28,282,-55,-238
1571,-161,159,-271,-275
1572,-219,-9,58,121
1573,110,67,164,-132
1574,-142,-290,264,183
1575,-11,121,-242,287
1576,264,225,-130,-127
1577,-236,244,-15,-295
1578,-79,89,-203,-17
1579,39,48,190,144
1580,171,-58,37,294
1581,184,-142,298,-254
1582,201,74,41,11
1583,263,-249,-169,248
1584,160,-256,148,-239
1585,275,288,260,11
1586,-174,-23,14,-207
1587,290,57,180,-237
1588,-5,-281,-27,276
1589,-110,-259,286,203
1590,262,-48,-268,217
1591,130,227,-80,-15
1592,40,-105,220,-233
1593,66,145,-96,85
1594,271,233,56,-22
1595,-71,26,-139,169
1596,-9,122,261,112
1597,146,231,-138,69
1598,293,289,143,53
1599,-57,-217,-281,-135
1600,233,-223,-262,-153
1601,134,-279,-293,50
1602,-20,-110,218,128
1603,-34,-186,-213,253
1604,-78,-212,264,-288
1605,236,82,-221,-67
1606,-262,37,243,165
1607,139,121,-188,73
1608,173,-211,-103,-20
1609,-235,201,-84,112
1610,239,-12,-50,138
1611,84,-6,-204,-231
1612,-163,154,-153,-297
1613,-120,28,208,-148
1614,77,135,90,53
1615,-269,236,256,-300
1616,-70,-204,287,177
1617,231,-207,-276,-254
1618,-134,92,-157,68
1619,-78,194,63,-10
1620,-277,180,-284,135
1621,-238,-27,171,-196
1622,-149,-284,-20,169
1623,269,-228,-186,5
1624,275,277,-199,-216
1625,33,156,205,120
1626,-246,167,-297,-136
1627,125,124,-160,164
1628,162,50,253,-291
1629,-182,-189,224,70
1630,-148,226,279,-207
1631,18,-142,-147,264
1632,-116,112,221,241
1633,-213,73,246,-282
1634,-48,-285,-96,-84
1635,-13,-105,-144,246
1636,-113,296,-79,-53
1637,-125,-282,186,73
1638,75,-167,-229,195
1639,98,-295,-231,-51
1640,264,290,-276,-248
1641,-201,-46,-25,-97
1642,199,127,-282,-143
1643,-196,206,-295,102
1644,-244,272,-208,171
1645,141,39,-222,17
1646,-291,-192,-162,-39
1647,235,-266,-295,259
1648,269,81,126,-26
1649,145,-53,-161,125
1650,-202,191,-243,-10
1651,80,-226,229,-284
1652,-244,136,198,-162
1653,44,22,-38,-50
1654,139,286,169,-227
1655,159,-172,-90,-240
1656,35,262,262,-55
1657,66,93,-101,81
1658,-121,-208,-8,283
1659,58,-142,-135,-224
1660,169,116,-22,236
1661,-219,224,174,-74
1662,6,91,189,-263
1663,-43,-266,-38,-235
1664,116,-135,-269,108
1665,-249,299,284,-189
1666,187,-158,-250,-48
1667,196,290,234,53
1668,230,-11,-213,-213
1669,-213,-84,-295,-7
1670,192,190,-100,40
1671,-156,66,-232,60
1672,-39,-8,-237,298
1673,-25,144,106,152
1674,182,86,-123,-224
1675,-152,158,4,132
1676,-11,-85,-153,56
1677,-253,34,289,253
1678,-93,249,199,226
1679,-271,127,224,-295
1680,-54,-147,41,-171
1681,-207,42,-112,-148
1682,56,-154,-66,-179
1683,273,226,-28,195
1684,-168,211,73,-245
1685,274,-39,-119,-276
1686,-194,113,170,-271
1687,201,-56,-183,-59
1688,274,-224,0,-200
1689,-206,-266,-24,36
1690,-96,288,238,282
1691,247,-207,34,0
1692,256,6,275,-133
1693,291,-136,-85,134
1694,-244,66,298,-1
1695,-86,-199,94,-195
1696,69,-69,-247,-141
1697,-8,-111,242,154
1698,-81,253,138,251
1699,44,-85,-260,-179
1700,27,-274,-94,-170
1701,-211,60,180,135
1702,-171,269,-34,154
1703,-279,234,-14,-23
1704,-79,139,69,80
1705,51,-131,-72,-137
1706,-291,-225,-168,-7
1707,-205,219,-88,-176
1708,2,-111,150,80
1709,-109,-19,-49,-26
1710,70,-192,-25,-43
1711,78,142,-266,-253
1712,-143,-285,242,211
1713,-272,-264,-178,88
1714,-131,59,163,143
1715,-164,-113,-113,-83
1716,-289,287,202,-146
1717,-18,-194,-11,97
1718,-7,271,-81,-14
1719,139,-175,-299,-289
1720,-287,249,117,62
1721,-145,-121,-13,-79
1722,187,154,-141,77
1723,-190,-184,52,-140
1724,18,34,229,216
1725,46,157,-243,61
1726,-175,-21,103,-44
1727,2,-59,47,-132
1728,88,-43,-102,-266
1729,81,173,280,-210
1730,-122,235,153,248
1731,-15,207,36,242
1732,-59,-21,-71,82
1733,-194,26,213,36
1734,25,7,1,88
1735,-171,-209,284,20
1736,262,-119,-247,-223
1737,291,-19,2,30
1738,144,-12,-277,55
1739,108,293,-138,-120
1740,-269,-150,88,245
1741,-298,-182,148,77
1742,-266,-291,-252,197
1743,-100,-210,-132,-75
1744,-36,-67,84,259
1745,236,-137,45,92
1746,132,-66,-175,-133
1747,11,11,113,168
1748,107,-250,70,126
1749,-153,-133,80,109
1750,-89,-196,-70,-265
1751,69,-279,-163,-96
1752,-170,-27,199,-21
1753,224,-263,233,-144
1754,-42,152,-92,-243
1755,110,-291,218,291
1756,136,120,249,-53
1757,-264,199,-235,137
1758,-12,-91,-223,279
1759,99,-87,111,-35
1760,-28,20,-132,-172
1761,-57,264,-98,-37
1762,235,279,23,233
1763,-296,-120,281,-34
1764,-109,-180,-25,76
1765,-154,-203,6,144
1766,-111,-84,234,229
1767,7,-8,167,-138
1768,-209,-98,125,-188
1769,270,14,-177,-173
1770,238,-152,-93,61
1771,50,-226,-269,-101
1772,-232,-223,116,-294
1773,-288,23,-35,216
1774,-78,77,-211,-164
1775,-11,130,9,240
1776,153,-162,284,-96
1777,239,-3,119,70
1778,115,67,-187,-125
1779,68,-157,-94,200
1780,144,-114,36,214
1781,16,77,-216,-27
1782,-124,137,78,-113
1783,-163,-45,186,235
1784,22,75,3,270
1785,273,-116,248,-176
1786,141,116,119,2
1787,-56,-256,-156,225
1788,-44,272,-149,-106
1789,-114,26,-2,-109
1790,-7,-297,50,215
1791,-89,18,71,-161
1792,-239,-128,-137,84
1793,180,-34,123,-233
1794,35,-83,241,-210
1795,163,-94,-170,81
1796,167,156,-166,49
1797,-143,159,272,259
1798,268,178,-59,-250
1799,269,217,-272,-293
1800,43,-109,73,-62
1801,8,-10,293,273
1802,-118,-150,298,-244
1803,-185,-71,225,-40
1804,173,120,139,274
1805,189,244,148,20
1806,110,-41,150,120
1807,155,-176,134,224
1808,-196,-52,224,-141
1809,143,-291,-298,-272
1810,10,116,226,102
1811,189,-71,-195,237
1812,-145,71,207,-112
1813,299,93,-127,60
1814,236,-107,200,-132
1815,-54,270,-184,-281
1816,-130,-175,29,198
1817,109,-93,68,-64
1818,9,183,-37,-276
1819,-76,-274,-36,-287
1820,-266,80,108,108
1821,-152,-154,145,255
1822,-55,-167,-272,-9
1823,-106,155,-298,-53
1824,193,-10,76,3
1825,146,-234,-83,-198
1826,24,-212,167,148
1827,64,-184,134,-3
1828,72,-228,292,-96
1829,-214,-232,152,-209
1830,157,172,-261,130
1831,-145,-291,-283,-299
1832,-162,159,55,-212
1833,96,268,-30,23
1834,2,290,2,-233
1835,-207,114,96,-130
1836,206,288,204,-130
1837,-145,61,-90,-183
1838,-69,-138,119,-264
1839,-179,111,-275,-237
1840,218,-232,124,-180
1841,127,100,29,-88
1842,-35,43,255,-191
1843,243,207,270,-254
1844,44,220,76,183
1845,-218,99,210,-85
1846,-198,48,-89,132
1847,296,-255,20,15
1848,74,-267,-99,91
1849,7,154,-259,-191
1850,-149,-40,198,-26
1851,221,98,-96,-209
1852,-161,235,-189,106
1853,234,229,32,-236
1854,57,18,180,243
1855,-117,16,-9,76
1856,-169,-203,52,153
1857,95,263,16,-233
1858,-211,126,59,39
1859,66,-207,51,-247
1860,-71,-223,-6,-160
1861,13,169,270,166
1862,-148,-229,103,106
1863,-206,190,254,-62
1864,-297,157,41,-20
1865,177,-300,-88,99
1866,273,-187,110,-83
1867,287,180,-68,242
1868,266,140,-268,290
1869,-26,-250,-43,-145
1870,40,-237,-114,212
1871,271,191,176,118
1872,42,-5,-161,-2
1873,-300,-177,-296,-170
1874,162,-192,-66,-236
1875,-161,-20,30,-107
1876,-58,-34,-54,191
1877,-8,111,286,-230
1878,7,103,270,-6
1879,12,-77,275,120
1880,218,-192,145,240
1881,-253,252,-167,-36
1882,32,69,283,-38
1883,127,-278,-26,-3
1884,137,-171,-195,85
1885,-183,-213,-11,68
1886,-139,-242,-67,208
1887,282,76,220,-40
1888,-271,137,12,281
1889,102,81,-48,-184
1890,218,59,-10,11
1891,-61,284,-2,-245
1892,-245,-280,215,98
1893,196,-28,-90,-113
1894,-185,-24,-27,-161
1895,208,-107,-266,-232
1896,-275,187,-256,134
1897,-288,-175,-257,29
1898,15,4,-269,155
1899,179,72,-206,105
1900,-11,-40,-263,235
1901,-242,-129,-21,238
1902,-223,183,16,-83
1903,241,-8,211,104
1904,7,60,-267,119
1905,285,-25,-129,197
1906,-191,205,-284,8
1907,-297,205,-211,-192
1908,-224,-116,262,80
1909,96,-32,-158,234
1910,-284,-114,-286,261
1911,-46,-92,-28,-236
1912,1,27,112,23
1913,233,-150,-105,193
1914,-93,218,47,281
1915,187,61,-291,236
1916,30,127,-35,-158
1917,225,61,-242,106
1918,-104,-273,-266,204
1919,196,135,-209,-62
1920,-204,-232,291,-273
1921,222,222,-128,-287
1922,35,-17,-27,98
1923,1,-198,-7,120
1924,-61,189,166,-11
1925,-216,-295,-9,216
1926,-267,-188,157,299
1927,237,-168,198,-92
1928,294,267,-87,-217
1929,-44,44,193,-141
1930,189,-269,34,76
1931,-53,148,298,204
1932,-103,179,-168,-169
1933,-281,-52,79,269
1934,-1,-31,-271,-81
1935,-64,3,-48,106
1936,-255,263,82,-62
1937,201,-207,-179,31
1938,38,-107,117,-298
1939,193,1,-181,-114
1940,-281,252,-203,265
1941,116,-55,281,-114
1942,-159,75,101,294
1943,-219,207,-82,-51
1944,-271,212,-186,-2
1945,-284,35,167,96
1946,-72,-181,31,-109
1947,-212,12,-86,155
1948,-20,-140,-70,-212
1949,-25,84,-206,77
1950,-86,208,-260,23
1951,-250,-293,-85,261
1952,-38,148,90,-169
1953,-159,110,236,3
1954,236,-295,57,-208
1955,129,-201,-220,156
1956,-288,-10,-67,92
1957,204,-94,247,206
1958,-124,-173,-73,231
1959,-57,266,265,292
1960,-200,10,35,-150
1961,-293,-174,37,37
1962,72,157,146,12
1963,-280,244,10,188
1964,132,175,-48,-267
1965,139,-133,-36,-262
1966,175,104,-211,295
1967,-232,-243,257,-42
1968,15,197,137,-138
1969,193,32,258,101
1970,139,-175,-248,136
1971,137,236,-187,-32
1972,253,178,184,-12
1973,17,-169,-5,-147
1974,-225,-178,96,-105
1975,-112,191,72,285
1976,-61,-21,-9,0
1977,96,291,70,-297
1978,102,203,81,-69
1979,31,236,-17,-25
1980,94,265,-279,-131
1981,168,-226,299,142
1982,-174,211,44,200
1983,171,-188,80,176
1984,82,-300,123,-212
1985,-137,48,-167,-2
1986,230,102,182,232
1987,-209,-50,249,204
1988,144,-27,273,-283
1989,157,-235,-209,165
1990,-266,88,-181,103
1991,45,9,224,-4
1992,-18,-22,123,-221
1993,247,-116,235,150
1994,68,-194,-118,164
1995,-260,-293,-122,-145
1996,-277,34,20,-66
1997,261,-26,205,-43
1998,-281,204,-182,199
1999,-232,-48,215,15
2000,23,148,225,181
2001,-162,124,7,-133
2002,76,102,-272,180
2003,-140,171,22,282
2004,71,-263,234,-141
2005,166,-50,-70,-5
2006,-163,81,-37,50
2007,-264,54,-94,150
2008,-58,-128,-261,-197
2009,-271,-223,-157,-115
2010,22,-223,259,-248
2011,149,201,-193,264
2012,161,209,20,109
2013,209,-36,-225,289
2014,-188,26,231,261
2015,179,-92,-7,-227
2016,-13,-175,146,198
2017,221,-163,221,-193
2018,267,17,30,-97
2019,-143,-176,-182,151
2020,-228,52,-146,-288
2021,-169,12,177,252
2022,-11,70,93,-265
2023,20,-45,-130,-107
2024,242,72,-253,-138
2025,-22,-185,183,109
2026,-130,12,267,163
2027,84,177,239,-196
2028,4,62,-47,-36
2029,-212,-275,293,-278
2030,-173,-294,230,87
2031,19,-48,-283,226
2032,-149,27,84,239
2033,187,-182,179,110
2034,-240,82,-155,-123
2035,275,-142,-143,172
2036,-30,-59,215,-24
2037,154,166,269,25
2038,224,-197,-27,205
2039,-170,-138,135,267
2040,-136,-191,-236,-76
2041,215,-258,75,252
2042,-196,169,-138,103
2043,188,135,-8,215
2044,209,149,-169,199
2045,222,217,-204,203
2046,128,-205,123,281
2047,9,-155,83,-84
2048,-211,230,-66,-265
2049,-25,4,9,212
2050,-256,0,-262,260
2051,-111,-38,95,67
2052,245,37,155,-214
2053,208,-110,-27,41
2054,81,167,-299,-19
2055,110,-90,85,-64
2056,72,-269,-68,-199
2057,-225,233,-210,0
2058,155,-84,-167,-218
2059,248,-198,135,128
2060,283,-89,185,-140
2061,-123,292,-230,126
2062,-17,100,-106,265
2063,52,277,274,-243
2064,279,104,99,-263
2065,-245,105,-72,-8
2066,145,-212,-224,-203
2067,-232,-88,21,31
2068,-145,-120,-2,148
2069,13,275,-85,-196
2070,140,58,-125,-74
2071,98,55,236,-71
2072,117,-92,143,206
2073,186,146,-15,95
2074,-256,89,140,288
2075,-78,120,-283,260
2076,181,-21,234,23
2077,-16,-170,271,-10
2078,90,180,83,262
2079,168,-104,-296,93
2080,-268,275,-5,-297
2081,-185,-238,-74,66
2082,-48,-115,-110,94
2083,73,-298,-91,-176
2084,-146,-3,-294,234
2085,-75,-171,113,-193
2086,203,-215,-16,-52
2087,-83,-252,-216,-173
2088,-208,272,169,192
2089,152,154,298,-276
2090,-129,131,208,-246
2091,-288,41,227,-140
2092,-40,-65,232,148
2093,276,-110,154,11
2094,235,154,-293,-142
2095,86,-119,-212,-243
2096,-6,-275,170,-62
2097,-247,244,-115,-13
2098,163,202,-131,-165
2099,180,-111,27,-60
2100,-42,291,-202,-195
2101,20,-111,163,22
2102,-202,77,25,-283
2103,69,-199,-212,286
2104,-36,-219,178,102
2105,9,-111,-197,233
2106,125,-295,-262,16
2107,274,84,-198,247
2108,171,255,111,114
2109,218,-252,-194,204
2110,-5,-109,-267,203
2111,-41,-29,-25,188
2112,-193,-71,-263,16
2113,99,-63,-125,278
2114,-105,116,147,-242
2115,229,207,-84,-199
2116,257,-71,10,-51
2117,218,-241,-104,274
2118,1,275,212,151
2119,-224,257,-15,-40
2120,206,-239,290,-86
2121,186,53,-121,-51
2122,-261,-124,143,156
2123,109,-284,148,-21
2124,79,-24,61,-13
2125,-150,114,25,126
2126,120,-135,179,73
2127,-121,-198,58,-12
2128,-131,-85,135,-144
2129,-294,-216,252,-25
2130,-89,189,190,-105
2131,-294,252,-91,52
2132,-175,126,73,-258
2133,-21,-124,-20,-293
2134,-238,282,216,142
2135,-270,-238,102,10
2136,-18,250,27,143
2137,188,-19,-153,23
2138,-8,-74,163,-19
2139,-277,120,-5,180
2140,210,282,229,0
2141,108,-180,264,119
2142,-234,160,232,19
